pnt1,pnt2,pnt3,pnt4
[30.715792697109336, 114.21843399989234],[30.71537365828661, 114.21863252389485],[30.71533395348611, 114.2185487161303],[30.715752992308836, 114.21835019212779]
[30.715373658286612, 114.21863252389485],[30.715039755343433, 114.21879071388857],[30.715000050542926, 114.21870690612401],[30.715333953486105, 114.2185487161303]
[30.715039755343433, 114.21879071388857],[30.714705852400254, 114.21894890388228],[30.714666147599747, 114.21886509611772],[30.715000050542926, 114.21870690612401]
[30.714704382209053, 114.21894956932623],[30.714462382209053, 114.21905406932622],[30.714425617790948, 114.21896893067377],[30.714667617790948, 114.21886443067378]
[30.714462382209053, 114.21905406932622],[30.714220382209053, 114.21915856932623],[30.714183617790948, 114.21907343067377],[30.714425617790948, 114.21896893067377]
[30.714224358447897, 114.2191566220747],[30.713818137700887, 114.21938020655367],[30.713773420805094, 114.21929896240425],[30.714179641552104, 114.2190753779253]
[30.713818137700887, 114.21938020655367],[30.713460748074393, 114.21957691431419],[30.7134160311786, 114.21949567016478],[30.713773420805094, 114.21929896240425]
[30.713460748074393, 114.21957691431419],[30.713103358447896, 114.21977362207471],[30.713058641552102, 114.2196923779253],[30.7134160311786, 114.21949567016478]
[30.71310088848722, 114.21977488676667],[30.712682020820594, 114.21997377163886],[30.712642243846155, 114.21988999810553],[30.71306111151278, 114.21969111323334]
[30.71268202082059, 114.21997377163886],[30.712263153153966, 114.22017265651104],[30.712223376179534, 114.2200888829777],[30.712642243846158, 114.21988999810553]
[30.71226315315397, 114.22017265651104],[30.71184428548734, 114.22037154138323],[30.711804508512902, 114.2202877678499],[30.71222337617953, 114.2200888829777]
[30.71184428548734, 114.22037154138323],[30.711425417820717, 114.22057042625542],[30.711385640846277, 114.22048665272209],[30.711804508512902, 114.2202877678499]
[30.711425417820717, 114.22057042625542],[30.711006550154092, 114.22076931112761],[30.710966773179653, 114.22068553759428],[30.711385640846277, 114.22048665272209]
[30.71100655015409, 114.22076931112761],[30.710587682487464, 114.22096819599979],[30.71054790551303, 114.22088442246645],[30.710966773179656, 114.22068553759428]
[30.710587682487468, 114.22096819599979],[30.710285785487343, 114.22111154138324],[30.710246008512904, 114.2210277678499],[30.710547905513028, 114.22088442246645]
[30.710285785487343, 114.22111154138324],[30.70998388848722, 114.22125488676667],[30.70994411151278, 114.22117111323334],[30.710246008512904, 114.2210277678499]
[30.70998467615131, 114.22125450361325],[30.709569640018877, 114.22146126512636],[30.709528287716253, 114.22137825789987],[30.709943323848687, 114.22117149638676]
[30.709569640018877, 114.22146126512636],[30.709154603886446, 114.22166802663948],[30.709113251583823, 114.22158501941298],[30.709528287716253, 114.22137825789987]
[30.709154603886446, 114.22166802663948],[30.708739567754012, 114.22187478815259],[30.70869821545139, 114.2217917809261],[30.709113251583823, 114.22158501941298]
[30.708739567754012, 114.22187478815259],[30.70832453162158, 114.2220815496657],[30.708283179318958, 114.22199854243921],[30.70869821545139, 114.2217917809261]
[30.70832453162158, 114.2220815496657],[30.707909495489147, 114.22228831117881],[30.707868143186523, 114.22220530395232],[30.708283179318958, 114.22199854243921]
[30.707909495489144, 114.22228831117881],[30.70749445935671, 114.22249507269191],[30.707453107054093, 114.22241206546542],[30.707868143186527, 114.22220530395232]
[30.707494459356713, 114.22249507269191],[30.707079423224283, 114.22270183420503],[30.70703807092166, 114.22261882697853],[30.70745310705409, 114.22241206546542]
[30.707079423224283, 114.22270183420503],[30.70666438709185, 114.22290859571814],[30.706623034789224, 114.22282558849165],[30.70703807092166, 114.22261882697853]
[30.70666438709185, 114.22290859571814],[30.706249350959414, 114.22311535723125],[30.70620799865679, 114.22303235000476],[30.706623034789224, 114.22282558849165]
[30.706249350959414, 114.22311535723125],[30.705834314826983, 114.22332211874436],[30.70579296252436, 114.22323911151787],[30.70620799865679, 114.22303235000476]
[30.705834314826983, 114.22332211874436],[30.705577995489147, 114.22344981117881],[30.705536643186523, 114.22336680395232],[30.70579296252436, 114.22323911151787]
[30.705577995489147, 114.22344981117881],[30.70532167615131, 114.22357750361324],[30.705280323848687, 114.22349449638675],[30.705536643186523, 114.22336680395232]
